order_id,order_date,week_start,store_id,product_id,quantity,catalog_unit_price,transaction_unit_price,revenue,synthetic_flag
ORD000010659,2025-11-25,2025-11-24,S001,P022,3,550.03,522.69,1568.07,1
ORD000010660,2025-11-26,2025-11-24,S001,P022,7,550.03,537.32,3761.24,1
ORD000010661,2025-11-27,2025-11-24,S001,P022,6,550.03,539.41,3236.46,1
ORD000010662,2025-11-26,2025-11-24,S001,P022,10,550.03,538.26,5382.60,1
ORD000010663,2025-11-27,2025-11-24,S001,P022,1,550.03,526.49,526.49,1
ORD000010664,2025-11-27,2025-11-24,S001,P022,10,550.03,546.23,5462.30,1
ORD000010665,2025-11-28,2025-11-24,S001,P022,6,550.03,523.63,3141.78,1
ORD000010666,2025-11-24,2025-11-24,S001,P022,2,550.03,525.22,1050.44,1
ORD000010667,2025-12-06,2025-12-01,S001,P022,7,550.03,546.78,3827.46,1
ORD000010668,2025-12-04,2025-12-01,S001,P022,5,550.03,542.66,2713.30,1
ORD000010669,2025-12-02,2025-12-01,S001,P022,9,550.03,548.10,4932.90,1
ORD000010670,2025-12-07,2025-12-01,S001,P022,3,550.03,546.95,1640.85,1
ORD000010671,2025-12-02,2025-12-01,S001,P022,6,550.03,539.19,3235.14,1
ORD000010672,2025-12-01,2025-12-01,S001,P022,6,550.03,543.43,3260.58,1
ORD000010673,2025-12-01,2025-12-01,S001,P022,6,550.03,536.44,3218.64,1
ORD000010674,2025-12-02,2025-12-01,S001,P022,7,550.03,545.57,3818.99,1
ORD000010675,2025-12-06,2025-12-01,S001,P022,5,550.03,549.70,2748.50,1
ORD000010676,2025-12-07,2025-12-01,S001,P022,4,550.03,540.79,2163.16,1
ORD000010677,2025-12-06,2025-12-01,S001,P022,4,550.03,536.83,2147.32,1
ORD000010678,2025-12-06,2025-12-01,S001,P022,4,550.03,549.20,2196.80,1
ORD000010679,2025-12-03,2025-12-01,S001,P022,8,550.03,525.55,4204.40,1
ORD000010680,2025-12-07,2025-12-01,S001,P022,8,550.03,546.51,4372.08,1
ORD000010681,2025-12-07,2025-12-01,S001,P022,1,550.03,539.30,539.30,1
ORD000010682,2025-12-05,2025-12-01,S001,P022,3,550.03,536.28,1608.84,1
ORD000010683,2025-12-08,2025-12-08,S001,P022,1,550.03,530.28,530.28,1
ORD000010684,2025-12-08,2025-12-08,S001,P022,1,550.03,544.03,544.03,1
ORD000010685,2025-12-12,2025-12-08,S001,P022,10,550.03,530.28,5302.80,1
ORD000010686,2025-12-11,2025-12-08,S001,P022,7,550.03,542.99,3800.93,1
ORD000010687,2025-12-11,2025-12-08,S001,P022,5,550.03,522.80,2614.00,1
ORD000010688,2025-12-13,2025-12-08,S001,P022,9,550.03,527.64,4748.76,1
ORD000010689,2025-12-12,2025-12-08,S001,P022,9,550.03,527.31,4745.79,1
ORD000010690,2025-12-08,2025-12-08,S001,P022,1,550.03,537.82,537.82,1
ORD000010691,2025-12-10,2025-12-08,S001,P022,1,550.03,544.58,544.58,1
ORD000010692,2025-12-12,2025-12-08,S001,P022,10,550.03,548.87,5488.70,1
ORD000010693,2025-12-13,2025-12-08,S001,P022,7,550.03,541.12,3787.84,1
ORD000010694,2025-12-14,2025-12-08,S001,P022,9,550.03,523.02,4707.18,1
ORD000010695,2025-12-08,2025-12-08,S001,P022,1,550.03,537.71,537.71,1
ORD000010696,2025-12-18,2025-12-15,S001,P022,8,550.03,536.83,4294.64,1
ORD000010697,2025-12-17,2025-12-15,S001,P022,4,550.03,530.94,2123.76,1
ORD000010698,2025-12-20,2025-12-15,S001,P022,1,550.03,530.01,530.01,1
ORD000010699,2025-12-20,2025-12-15,S001,P022,2,550.03,535.67,1071.34,1
ORD000010700,2025-12-18,2025-12-15,S001,P022,4,550.03,535.84,2143.36,1
ORD000010701,2025-12-19,2025-12-15,S001,P022,3,550.03,532.70,1598.10,1
ORD000010702,2025-12-18,2025-12-15,S001,P022,4,550.03,533.09,2132.36,1
ORD000010703,2025-12-18,2025-12-15,S001,P022,6,550.03,523.68,3142.08,1
ORD000010704,2025-12-17,2025-12-15,S001,P022,9,550.03,530.28,4772.52,1
ORD000010705,2025-12-15,2025-12-15,S001,P022,9,550.03,533.75,4803.75,1
ORD000010706,2025-12-15,2025-12-15,S001,P022,8,550.03,540.73,4325.84,1
ORD000010707,2025-12-21,2025-12-15,S001,P022,8,550.03,522.69,4181.52,1
ORD000010708,2025-12-15,2025-12-15,S001,P022,7,550.03,549.31,3845.17,1
ORD000010709,2025-12-20,2025-12-15,S001,P022,9,550.03,544.69,4902.21,1
ORD000010710,2025-12-16,2025-12-15,S001,P022,2,550.03,525.88,1051.76,1
ORD000010711,2025-12-21,2025-12-15,S001,P022,7,550.03,546.95,3828.65,1
ORD000010712,2025-12-21,2025-12-15,S001,P022,2,550.03,535.40,1070.80,1
ORD000010713,2025-12-26,2025-12-22,S001,P022,8,550.03,549.86,4398.88,1
ORD000010714,2025-12-23,2025-12-22,S001,P022,5,550.03,547.77,2738.85,1
ORD000010715,2025-12-28,2025-12-22,S001,P022,6,550.03,548.54,3291.24,1
ORD000010716,2025-12-26,2025-12-22,S001,P022,4,550.03,541.45,2165.80,1
ORD000010717,2025-12-23,2025-12-22,S001,P022,2,550.03,549.37,1098.74,1
ORD000010718,2025-12-25,2025-12-22,S001,P022,10,550.03,524.07,5240.70,1
ORD000010719,2025-12-24,2025-12-22,S001,P022,7,550.03,524.07,3668.49,1
ORD000010720,2025-12-23,2025-12-22,S001,P022,3,550.03,527.86,1583.58,1
ORD000010721,2025-12-24,2025-12-22,S001,P022,6,550.03,533.86,3203.16,1
ORD000010722,2025-12-23,2025-12-22,S001,P022,10,550.03,525.22,5252.20,1
ORD000010723,2025-12-27,2025-12-22,S001,P022,10,550.03,545.74,5457.40,1
ORD000010724,2025-12-22,2025-12-22,S001,P022,1,550.03,530.72,530.72,1
ORD000010725,2025-12-28,2025-12-22,S001,P022,4,550.03,549.86,2199.44,1
ORD000010726,2025-12-23,2025-12-22,S001,P022,4,550.03,525.77,2103.08,1
ORD000010727,2025-12-24,2025-12-22,S001,P022,2,550.03,526.16,1052.32,1
ORD000010728,2025-12-28,2025-12-22,S001,P022,10,550.03,532.04,5320.40,1
ORD000010729,2025-12-22,2025-12-22,S001,P022,1,550.03,538.75,538.75,1
ORD000010730,2025-12-25,2025-12-22,S001,P022,1,550.03,548.71,548.71,1
ORD000010731,2025-12-26,2025-12-22,S001,P022,1,550.03,539.19,539.19,1
ORD000010732,2026-01-04,2025-12-29,S001,P022,2,550.03,540.24,1080.48,1
ORD000010733,2026-01-01,2025-12-29,S001,P022,3,550.03,523.85,1571.55,1
ORD000010734,2025-12-29,2025-12-29,S001,P022,9,550.03,531.11,4779.99,1
ORD000010735,2026-01-04,2025-12-29,S001,P022,7,550.03,523.46,3664.22,1
ORD000010736,2026-01-02,2025-12-29,S001,P022,8,550.03,540.29,4322.32,1
ORD000010737,2026-01-04,2025-12-29,S001,P022,9,550.03,522.75,4704.75,1
ORD000010738,2026-01-02,2025-12-29,S001,P022,10,550.03,523.68,5236.80,1
ORD000010739,2025-12-30,2025-12-29,S001,P022,8,550.03,549.15,4393.20,1
ORD000010740,2025-12-31,2025-12-29,S001,P022,10,550.03,525.99,5259.90,1
ORD000010741,2025-12-31,2025-12-29,S001,P022,3,550.03,527.37,1582.11,1
ORD000010742,2026-01-02,2025-12-29,S001,P022,6,550.03,541.23,3247.38,1
ORD000010743,2026-01-01,2025-12-29,S001,P022,7,550.03,524.40,3670.80,1
ORD000010744,2025-12-29,2025-12-29,S001,P022,2,550.03,529.73,1059.46,1
ORD000010745,2026-01-04,2025-12-29,S001,P022,2,550.03,547.28,1094.56,1
ORD000010746,2025-01-08,2025-01-06,S001,P023,10,620.06,594.20,5942.00,1
ORD000010747,2025-01-12,2025-01-06,S001,P023,7,620.06,609.46,4266.22,1
ORD000010748,2025-01-10,2025-01-06,S001,P023,7,620.06,615.29,4307.03,1
ORD000010749,2025-01-07,2025-01-06,S001,P023,8,620.06,594.33,4754.64,1
ORD000010750,2025-01-07,2025-01-06,S001,P023,2,620.06,604.74,1209.48,1
ORD000010751,2025-01-06,2025-01-06,S001,P023,2,620.06,618.45,1236.90,1
ORD000010752,2025-01-09,2025-01-06,S001,P023,3,620.06,618.70,1856.10,1
ORD000010753,2025-01-10,2025-01-06,S001,P023,2,620.06,610.20,1220.40,1
ORD000010754,2025-01-11,2025-01-06,S001,P023,8,620.06,619.13,4953.04,1
ORD000010755,2025-01-10,2025-01-06,S001,P023,10,620.06,594.58,5945.80,1
ORD000010756,2025-01-06,2025-01-06,S001,P023,4,620.06,592.59,2370.36,1
ORD000010757,2025-01-06,2025-01-06,S001,P023,2,620.06,614.91,1229.82,1
ORD000010758,2025-01-07,2025-01-06,S001,P023,1,620.06,608.40,608.40,1
ORD000010759,2025-01-15,2025-01-13,S001,P023,5,620.06,593.15,2965.75,1
ORD000010760,2025-01-17,2025-01-13,S001,P023,10,620.06,600.40,6004.00,1
ORD000010761,2025-01-14,2025-01-13,S001,P023,9,620.06,602.76,5424.84,1
ORD000010762,2025-01-14,2025-01-13,S001,P023,7,620.06,590.55,4133.85,1
ORD000010763,2025-01-13,2025-01-13,S001,P023,3,620.06,610.02,1830.06,1
ORD000010764,2025-01-15,2025-01-13,S001,P023,9,620.06,613.36,5520.24,1
ORD000010765,2025-01-14,2025-01-13,S001,P023,9,620.06,615.16,5536.44,1
ORD000010766,2025-01-15,2025-01-13,S001,P023,7,620.06,620.06,4340.42,1
ORD000010767,2025-01-25,2025-01-20,S001,P023,5,620.06,596.56,2982.80,1
ORD000010768,2025-01-21,2025-01-20,S001,P023,1,620.06,600.90,600.90,1
ORD000010769,2025-01-24,2025-01-20,S001,P023,7,620.06,609.58,4267.06,1
ORD000010770,2025-01-20,2025-01-20,S001,P023,9,620.06,594.51,5350.59,1
ORD000010771,2025-01-24,2025-01-20,S001,P023,10,620.06,606.73,6067.30,1
ORD000010772,2025-01-23,2025-01-20,S001,P023,4,620.06,614.91,2459.64,1
ORD000010773,2025-01-24,2025-01-20,S001,P023,3,620.06,603.01,1809.03,1
ORD000010774,2025-01-23,2025-01-20,S001,P023,5,620.06,617.64,3088.20,1
ORD000010775,2025-01-26,2025-01-20,S001,P023,9,620.06,612.50,5512.50,1
ORD000010776,2025-01-24,2025-01-20,S001,P023,4,620.06,620.00,2480.00,1
ORD000010777,2025-01-26,2025-01-20,S001,P023,2,620.06,614.73,1229.46,1
ORD000010778,2025-01-26,2025-01-20,S001,P023,6,620.06,597.30,3583.80,1
ORD000010779,2025-01-21,2025-01-20,S001,P023,3,620.06,597.80,1793.40,1
ORD000010780,2025-01-26,2025-01-20,S001,P023,5,620.06,600.03,3000.15,1
ORD000010781,2025-01-21,2025-01-20,S001,P023,1,620.06,596.99,596.99,1
ORD000010782,2025-01-25,2025-01-20,S001,P023,8,620.06,612.81,4902.48,1
ORD000010783,2025-01-21,2025-01-20,S001,P023,3,620.06,598.48,1795.44,1
ORD000010784,2025-01-25,2025-01-20,S001,P023,1,620.06,611.32,611.32,1
ORD000010785,2025-01-21,2025-01-20,S001,P023,5,620.06,606.85,3034.25,1
ORD000010786,2025-01-21,2025-01-20,S001,P023,4,620.06,602.39,2409.56,1
ORD000010787,2025-01-28,2025-01-27,S001,P023,1,620.06,598.85,598.85,1
ORD000010788,2025-01-31,2025-01-27,S001,P023,6,620.06,613.12,3678.72,1
ORD000010789,2025-01-29,2025-01-27,S001,P023,3,620.06,616.09,1848.27,1
ORD000010790,2025-01-28,2025-01-27,S001,P023,9,620.06,597.74,5379.66,1
ORD000010791,2025-01-31,2025-01-27,S001,P023,2,620.06,613.74,1227.48,1
ORD000010792,2025-01-29,2025-01-27,S001,P023,3,620.06,616.22,1848.66,1
ORD000010793,2025-02-01,2025-01-27,S001,P023,2,620.06,609.33,1218.66,1
ORD000010794,2025-01-31,2025-01-27,S001,P023,6,620.06,600.71,3604.26,1
ORD000010795,2025-02-02,2025-01-27,S001,P023,7,620.06,600.47,4203.29,1
ORD000010796,2025-01-28,2025-01-27,S001,P023,4,620.06,595.20,2380.80,1
ORD000010797,2025-01-30,2025-01-27,S001,P023,5,620.06,594.76,2973.80,1
ORD000010798,2025-01-28,2025-01-27,S001,P023,3,620.06,618.45,1855.35,1
ORD000010799,2025-01-31,2025-01-27,S001,P023,1,620.06,604.43,604.43,1
ORD000010800,2025-01-28,2025-01-27,S001,P023,3,620.06,598.48,1795.44,1
ORD000010801,2025-01-31,2025-01-27,S001,P023,1,620.06,591.97,591.97,1
ORD000010802,2025-01-30,2025-01-27,S001,P023,5,620.06,603.44,3017.20,1
ORD000010803,2025-01-31,2025-01-27,S001,P023,1,620.06,608.77,608.77,1
ORD000010804,2025-01-27,2025-01-27,S001,P023,5,620.06,592.84,2964.20,1
ORD000010805,2025-01-27,2025-01-27,S001,P023,4,620.06,595.82,2383.28,1
ORD000010806,2025-01-30,2025-01-27,S001,P023,10,620.06,619.07,6190.70,1
ORD000010807,2025-01-28,2025-01-27,S001,P023,10,620.06,612.62,6126.20,1
ORD000010808,2025-02-05,2025-02-03,S001,P023,8,620.06,617.46,4939.68,1
ORD000010809,2025-02-04,2025-02-03,S001,P023,7,620.06,593.34,4153.38,1
ORD000010810,2025-02-09,2025-02-03,S001,P023,2,620.06,597.61,1195.22,1
ORD000010811,2025-02-07,2025-02-03,S001,P023,3,620.06,590.92,1772.76,1
ORD000010812,2025-02-08,2025-02-03,S001,P023,1,620.06,605.80,605.80,1
ORD000010813,2025-02-04,2025-02-03,S001,P023,10,620.06,597.74,5977.40,1
ORD000010814,2025-02-05,2025-02-03,S001,P023,10,620.06,616.71,6167.10,1
ORD000010815,2025-02-07,2025-02-03,S001,P023,4,620.06,600.53,2402.12,1
ORD000010816,2025-02-09,2025-02-03,S001,P023,5,620.06,602.14,3010.70,1
ORD000010817,2025-02-09,2025-02-03,S001,P023,7,620.06,590.92,4136.44,1
ORD000010818,2025-02-05,2025-02-03,S001,P023,4,620.06,596.81,2387.24,1
ORD000010819,2025-02-06,2025-02-03,S001,P023,6,620.06,598.42,3590.52,1
ORD000010820,2025-02-09,2025-02-03,S001,P023,5,620.06,608.71,3043.55,1
ORD000010821,2025-02-04,2025-02-03,S001,P023,2,620.06,590.98,1181.96,1
ORD000010822,2025-02-15,2025-02-10,S001,P023,1,620.06,616.96,616.96,1
ORD000010823,2025-02-16,2025-02-10,S001,P023,9,620.06,594.70,5352.30,1
ORD000010824,2025-02-13,2025-02-10,S001,P023,8,620.06,612.50,4900.00,1
ORD000010825,2025-02-13,2025-02-10,S001,P023,10,620.06,594.70,5947.00,1
ORD000010826,2025-02-14,2025-02-10,S001,P023,8,620.06,609.15,4873.20,1
ORD000010827,2025-02-13,2025-02-10,S001,P023,5,620.06,601.40,3007.00,1
ORD000010828,2025-02-11,2025-02-10,S001,P023,8,620.06,613.05,4904.40,1
ORD000010829,2025-02-13,2025-02-10,S001,P023,1,620.06,599.29,599.29,1
ORD000010830,2025-02-14,2025-02-10,S001,P023,3,620.06,620.00,1860.00,1
ORD000010831,2025-02-14,2025-02-10,S001,P023,9,620.06,598.85,5389.65,1
ORD000010832,2025-02-12,2025-02-10,S001,P023,8,620.06,589.18,4713.44,1
ORD000010833,2025-02-11,2025-02-10,S001,P023,8,620.06,591.41,4731.28,1
ORD000010834,2025-02-12,2025-02-10,S001,P023,8,620.06,590.67,4725.36,1
ORD000010835,2025-02-14,2025-02-10,S001,P023,3,620.06,599.29,1797.87,1
ORD000010836,2025-02-13,2025-02-10,S001,P023,8,620.06,589.18,4713.44,1
ORD000010837,2025-02-22,2025-02-17,S001,P023,3,620.06,612.50,1837.50,1
ORD000010838,2025-02-22,2025-02-17,S001,P023,10,620.06,600.65,6006.50,1
ORD000010839,2025-02-20,2025-02-17,S001,P023,1,620.06,615.60,615.60,1
ORD000010840,2025-02-19,2025-02-17,S001,P023,10,620.06,594.27,5942.70,1
ORD000010841,2025-02-17,2025-02-17,S001,P023,10,620.06,596.50,5965.00,1
ORD000010842,2025-02-17,2025-02-17,S001,P023,4,620.06,612.00,2448.00,1
ORD000010843,2025-02-22,2025-02-17,S001,P023,6,620.06,598.61,3591.66,1
ORD000010844,2025-02-19,2025-02-17,S001,P023,3,620.06,610.64,1831.92,1
ORD000010845,2025-02-20,2025-02-17,S001,P023,8,620.06,619.38,4955.04,1
ORD000010846,2025-02-17,2025-02-17,S001,P023,1,620.06,590.24,590.24,1
ORD000010847,2025-02-20,2025-02-17,S001,P023,6,620.06,596.44,3578.64,1
ORD000010848,2025-02-17,2025-02-17,S001,P023,2,620.06,611.69,1223.38,1
ORD000010849,2025-02-22,2025-02-17,S001,P023,2,620.06,594.64,1189.28,1
ORD000010850,2025-02-23,2025-02-17,S001,P023,2,620.06,605.67,1211.34,1
ORD000010851,2025-02-18,2025-02-17,S001,P023,1,620.06,609.77,609.77,1
ORD000010852,2025-03-02,2025-02-24,S001,P023,2,620.06,601.33,1202.66,1
ORD000010853,2025-02-25,2025-02-24,S001,P023,8,620.06,597.80,4782.40,1
ORD000010854,2025-02-27,2025-02-24,S001,P023,4,620.06,599.85,2399.40,1
ORD000010855,2025-02-27,2025-02-24,S001,P023,10,620.06,598.05,5980.50,1
ORD000010856,2025-02-26,2025-02-24,S001,P023,6,620.06,591.10,3546.60,1
ORD000010857,2025-02-26,2025-02-24,S001,P023,10,620.06,592.28,5922.80,1
ORD000010858,2025-03-01,2025-02-24,S001,P023,5,620.06,604.00,3020.00,1
ORD000010859,2025-03-02,2025-02-24,S001,P023,7,620.06,606.91,4248.37,1
ORD000010860,2025-02-28,2025-02-24,S001,P023,1,620.06,604.31,604.31,1
ORD000010861,2025-03-04,2025-03-03,S001,P023,8,620.06,597.43,4779.44,1
ORD000010862,2025-03-06,2025-03-03,S001,P023,6,620.06,608.59,3651.54,1
ORD000010863,2025-03-05,2025-03-03,S001,P023,8,620.06,619.07,4952.56,1
ORD000010864,2025-03-06,2025-03-03,S001,P023,10,620.06,614.98,6149.80,1
ORD000010865,2025-03-08,2025-03-03,S001,P023,3,620.06,609.77,1829.31,1
ORD000010866,2025-03-06,2025-03-03,S001,P023,3,620.06,619.19,1857.57,1
ORD000010867,2025-03-03,2025-03-03,S001,P023,6,620.06,594.14,3564.84,1
ORD000010868,2025-03-04,2025-03-03,S001,P023,5,620.06,605.98,3029.90,1
ORD000010869,2025-03-05,2025-03-03,S001,P023,2,620.06,616.03,1232.06,1
ORD000010870,2025-03-09,2025-03-03,S001,P023,7,620.06,604.99,4234.93,1
ORD000010871,2025-03-03,2025-03-03,S001,P023,1,620.06,594.27,594.27,1
ORD000010872,2025-03-05,2025-03-03,S001,P023,4,620.06,616.90,2467.60,1
ORD000010873,2025-03-03,2025-03-03,S001,P023,5,620.06,592.03,2960.15,1
ORD000010874,2025-03-03,2025-03-03,S001,P023,1,620.06,598.36,598.36,1
ORD000010875,2025-03-05,2025-03-03,S001,P023,1,620.06,598.48,598.48,1
ORD000010876,2025-03-16,2025-03-10,S001,P023,1,620.06,610.45,610.45,1
ORD000010877,2025-03-16,2025-03-10,S001,P023,8,620.06,603.44,4827.52,1
ORD000010878,2025-03-12,2025-03-10,S001,P023,4,620.06,598.79,2395.16,1
ORD000010879,2025-03-11,2025-03-10,S001,P023,1,620.06,599.97,599.97,1
ORD000010880,2025-03-12,2025-03-10,S001,P023,1,620.06,599.97,599.97,1
ORD000010881,2025-03-16,2025-03-10,S001,P023,3,620.06,589.80,1769.40,1
ORD000010882,2025-03-11,2025-03-10,S001,P023,1,620.06,591.91,591.91,1
ORD000010883,2025-03-13,2025-03-10,S001,P023,1,620.06,590.61,590.61,1
ORD000010884,2025-03-12,2025-03-10,S001,P023,6,620.06,619.87,3719.22,1
ORD000010885,2025-03-13,2025-03-10,S001,P023,4,620.06,617.58,2470.32,1
ORD000010886,2025-03-12,2025-03-10,S001,P023,6,620.06,609.95,3659.70,1
ORD000010887,2025-03-16,2025-03-10,S001,P023,10,620.06,598.54,5985.40,1
ORD000010888,2025-03-13,2025-03-10,S001,P023,6,620.06,617.89,3707.34,1
ORD000010889,2025-03-10,2025-03-10,S001,P023,4,620.06,608.71,2434.84,1
ORD000010890,2025-03-14,2025-03-10,S001,P023,5,620.06,609.08,3045.40,1
ORD000010891,2025-03-14,2025-03-10,S001,P023,3,620.06,615.35,1846.05,1
ORD000010892,2025-03-14,2025-03-10,S001,P023,2,620.06,601.89,1203.78,1
ORD000010893,2025-03-15,2025-03-10,S001,P023,9,620.06,592.10,5328.90,1
ORD000010894,2025-03-15,2025-03-10,S001,P023,7,620.06,614.85,4303.95,1
ORD000010895,2025-03-16,2025-03-10,S001,P023,6,620.06,595.57,3573.42,1
ORD000010896,2025-03-16,2025-03-10,S001,P023,3,620.06,610.39,1831.17,1
ORD000010897,2025-03-15,2025-03-10,S001,P023,1,620.06,607.29,607.29,1
ORD000010898,2025-03-11,2025-03-10,S001,P023,1,620.06,617.83,617.83,1
ORD000010899,2025-03-15,2025-03-10,S001,P023,2,620.06,591.23,1182.46,1
ORD000010900,2025-03-22,2025-03-17,S001,P023,2,620.06,602.57,1205.14,1
ORD000010901,2025-03-21,2025-03-17,S001,P023,3,620.06,590.48,1771.44,1
ORD000010902,2025-03-17,2025-03-17,S001,P023,5,620.06,593.89,2969.45,1
ORD000010903,2025-03-18,2025-03-17,S001,P023,2,620.06,600.90,1201.80,1
ORD000010904,2025-03-22,2025-03-17,S001,P023,8,620.06,593.15,4745.20,1
ORD000010905,2025-03-17,2025-03-17,S001,P023,9,620.06,610.76,5496.84,1
ORD000010906,2025-03-19,2025-03-17,S001,P023,8,620.06,597.86,4782.88,1
ORD000010907,2025-03-20,2025-03-17,S001,P023,5,620.06,619.25,3096.25,1
ORD000010908,2025-03-23,2025-03-17,S001,P023,7,620.06,594.64,4162.48,1
ORD000010909,2025-03-21,2025-03-17,S001,P023,4,620.06,613.92,2455.68,1
ORD000010910,2025-03-19,2025-03-17,S001,P023,7,620.06,591.29,4139.03,1
ORD000010911,2025-03-17,2025-03-17,S001,P023,8,620.06,593.03,4744.24,1
ORD000010912,2025-03-18,2025-03-17,S001,P023,8,620.06,611.32,4890.56,1
ORD000010913,2025-03-19,2025-03-17,S001,P023,1,620.06,590.79,590.79,1
ORD000010914,2025-03-20,2025-03-17,S001,P023,3,620.06,608.84,1826.52,1
ORD000010915,2025-03-30,2025-03-24,S001,P023,4,620.06,613.92,2455.68,1
ORD000010916,2025-03-30,2025-03-24,S001,P023,8,620.06,593.52,4748.16,1
ORD000010917,2025-03-30,2025-03-24,S001,P023,8,620.06,613.30,4906.40,1
ORD000010918,2025-03-24,2025-03-24,S001,P023,10,620.06,619.69,6196.90,1
ORD000010919,2025-03-28,2025-03-24,S001,P023,2,620.06,612.37,1224.74,1
ORD000010920,2025-03-24,2025-03-24,S001,P023,7,620.06,598.42,4188.94,1
ORD000010921,2025-03-27,2025-03-24,S001,P023,3,620.06,616.46,1849.38,1
ORD000010922,2025-03-26,2025-03-24,S001,P023,10,620.06,601.33,6013.30,1
ORD000010923,2025-03-28,2025-03-24,S001,P023,5,620.06,605.92,3029.60,1
ORD000010924,2025-03-29,2025-03-24,S001,P023,1,620.06,600.16,600.16,1
ORD000010925,2025-03-24,2025-03-24,S001,P023,3,620.06,592.53,1777.59,1
ORD000010926,2025-03-30,2025-03-24,S001,P023,4,620.06,596.31,2385.24,1
ORD000010927,2025-03-28,2025-03-24,S001,P023,10,620.06,614.48,6144.80,1
ORD000010928,2025-03-25,2025-03-24,S001,P023,1,620.06,606.42,606.42,1
ORD000010929,2025-03-28,2025-03-24,S001,P023,1,620.06,592.28,592.28,1
ORD000010930,2025-04-04,2025-03-31,S001,P023,2,620.06,617.46,1234.92,1
ORD000010931,2025-03-31,2025-03-31,S001,P023,5,620.06,608.46,3042.30,1
ORD000010932,2025-04-05,2025-03-31,S001,P023,7,620.06,595.07,4165.49,1
ORD000010933,2025-04-01,2025-03-31,S001,P023,6,620.06,591.72,3550.32,1
ORD000010934,2025-04-06,2025-03-31,S001,P023,10,620.06,595.51,5955.10,1
ORD000010935,2025-03-31,2025-03-31,S001,P023,8,620.06,602.33,4818.64,1
ORD000010936,2025-04-01,2025-03-31,S001,P023,5,620.06,617.95,3089.75,1
ORD000010937,2025-04-06,2025-03-31,S001,P023,3,620.06,591.85,1775.55,1
ORD000010938,2025-03-31,2025-03-31,S001,P023,8,620.06,598.79,4790.32,1
ORD000010939,2025-04-04,2025-03-31,S001,P023,2,620.06,619.07,1238.14,1
ORD000010940,2025-03-31,2025-03-31,S001,P023,3,620.06,591.10,1773.30,1
ORD000010941,2025-04-06,2025-03-31,S001,P023,6,620.06,619.44,3716.64,1
ORD000010942,2025-04-03,2025-03-31,S001,P023,8,620.06,605.55,4844.40,1
ORD000010943,2025-03-31,2025-03-31,S001,P023,9,620.06,590.73,5316.57,1
ORD000010944,2025-04-02,2025-03-31,S001,P023,1,620.06,615.78,615.78,1
ORD000010945,2025-04-04,2025-03-31,S001,P023,6,620.06,600.16,3600.96,1
ORD000010946,2025-04-05,2025-03-31,S001,P023,6,620.06,590.61,3543.66,1
ORD000010947,2025-04-03,2025-03-31,S001,P023,1,620.06,614.67,614.67,1
ORD000010948,2025-04-08,2025-04-07,S001,P023,2,620.06,601.33,1202.66,1
ORD000010949,2025-04-13,2025-04-07,S001,P023,1,620.06,589.37,589.37,1
ORD000010950,2025-04-12,2025-04-07,S001,P023,2,620.06,601.58,1203.16,1
ORD000010951,2025-04-12,2025-04-07,S001,P023,5,620.06,602.20,3011.00,1
ORD000010952,2025-04-10,2025-04-07,S001,P023,4,620.06,615.84,2463.36,1
ORD000010953,2025-04-13,2025-04-07,S001,P023,3,620.06,614.36,1843.08,1
ORD000010954,2025-04-09,2025-04-07,S001,P023,6,620.06,605.67,3634.02,1
ORD000010955,2025-04-10,2025-04-07,S001,P023,3,620.06,602.76,1808.28,1
ORD000010956,2025-04-09,2025-04-07,S001,P023,7,620.06,602.08,4214.56,1
ORD000010957,2025-04-12,2025-04-07,S001,P023,8,620.06,602.45,4819.60,1
ORD000010958,2025-04-10,2025-04-07,S001,P023,3,620.06,603.38,1810.14,1
ORD000010959,2025-04-09,2025-04-07,S001,P023,10,620.06,610.08,6100.80,1
ORD000010960,2025-04-11,2025-04-07,S001,P023,8,620.06,606.85,4854.80,1
ORD000010961,2025-04-11,2025-04-07,S001,P023,1,620.06,597.18,597.18,1
ORD000010962,2025-04-10,2025-04-07,S001,P023,10,620.06,604.06,6040.60,1
ORD000010963,2025-04-10,2025-04-07,S001,P023,3,620.06,620.06,1860.18,1
ORD000010964,2025-04-11,2025-04-07,S001,P023,6,620.06,595.69,3574.14,1
ORD000010965,2025-04-12,2025-04-07,S001,P023,7,620.06,599.41,4195.87,1
ORD000010966,2025-04-10,2025-04-07,S001,P023,5,620.06,601.40,3007.00,1
ORD000010967,2025-04-11,2025-04-07,S001,P023,1,620.06,602.33,602.33,1
ORD000010968,2025-04-19,2025-04-14,S001,P023,6,620.06,612.68,3676.08,1
ORD000010969,2025-04-17,2025-04-14,S001,P023,4,620.06,600.03,2400.12,1
ORD000010970,2025-04-15,2025-04-14,S001,P023,6,620.06,594.51,3567.06,1
ORD000010971,2025-04-17,2025-04-14,S001,P023,6,620.06,592.84,3557.04,1
ORD000010972,2025-04-15,2025-04-14,S001,P023,5,620.06,589.49,2947.45,1
ORD000010973,2025-04-20,2025-04-14,S001,P023,4,620.06,604.06,2416.24,1
ORD000010974,2025-04-16,2025-04-14,S001,P023,3,620.06,591.79,1775.37,1
ORD000010975,2025-04-14,2025-04-14,S001,P023,10,620.06,589.43,5894.30,1
ORD000010976,2025-04-18,2025-04-14,S001,P023,9,620.06,614.42,5529.78,1
