store_id,store_name,region,product_id,product_name,category,supplier_id,week_start,closing_stock,reorder_point,safety_stock,stockout_flag,inventory_value
S012,East Express 12,East,P023,All-Purpose Cleaner,Household Essentials,SUP007,2025-12-29,25,37,9,0,8596.50
S012,East Express 12,East,P025,Toothpaste 100g,Personal Care,SUP009,2025-12-29,69,53,7,0,26350.41
S012,East Express 12,East,P026,Body Wash 250ml,Personal Care,SUP010,2025-12-29,141,74,12,0,57236.13
S012,East Express 12,East,P028,Shaving Cream,Personal Care,SUP010,2025-12-29,84,67,11,0,12634.44
S012,East Express 12,East,P029,Deodorant Spray,Personal Care,SUP009,2025-12-29,83,30,4,0,43017.24
S012,East Express 12,East,P030,Hair Oil 200ml,Personal Care,SUP010,2025-12-29,107,43,7,0,33405.40
S013,West Flagship 13,West,P001,Fresh Milk 1L,Perishables,SUP001,2025-12-29,254,158,26,0,19009.36
S013,West Flagship 13,West,P002,Brown Bread,Perishables,SUP002,2025-12-29,184,112,14,0,31083.12
S013,West Flagship 13,West,P003,Paneer 200g,Perishables,SUP001,2025-12-29,135,129,22,0,4580.55
S013,West Flagship 13,West,P004,Fresh Curd 500g,Perishables,SUP002,2025-12-29,18,260,32,0,1751.40
S013,West Flagship 13,West,P005,Butter 100g,Perishables,SUP001,2025-12-29,157,181,30,0,35039.26
S013,West Flagship 13,West,P006,Fresh Eggs (12),Perishables,SUP002,2025-12-29,246,152,19,0,12580.44
S013,West Flagship 13,West,P011,Pasta 500g,Packaged Foods,SUP003,2025-12-29,146,108,27,0,56929.78
S013,West Flagship 13,West,P012,Ketchup 500g,Packaged Foods,SUP004,2025-12-29,302,83,10,0,76880.14
S013,West Flagship 13,West,P013,Cola 2L,Beverages,SUP005,2025-12-29,0,132,17,1,0.00
S013,West Flagship 13,West,P014,Orange Juice 1L,Beverages,SUP006,2025-12-29,213,109,18,0,53041.26
S013,West Flagship 13,West,P016,Energy Drink Can,Beverages,SUP006,2025-12-29,254,207,34,0,99037.14
S013,West Flagship 13,West,P017,Instant Coffee 100g,Beverages,SUP005,2025-12-29,150,262,33,0,11202.00
S013,West Flagship 13,West,P018,Green Tea Box,Beverages,SUP006,2025-12-29,60,205,34,0,12214.80
S013,West Flagship 13,West,P019,Dish Soap 500ml,Household Essentials,SUP007,2025-12-29,60,88,22,0,38020.80
S013,West Flagship 13,West,P021,Toilet Paper (6 pack),Household Essentials,SUP007,2025-12-29,174,136,34,0,143054.10
S013,West Flagship 13,West,P023,All-Purpose Cleaner,Household Essentials,SUP007,2025-12-29,143,108,27,0,49171.98
S013,West Flagship 13,West,P024,Paper Towels (2 pack),Household Essentials,SUP008,2025-12-29,264,111,19,0,248822.64
S013,West Flagship 13,West,P027,Hand Sanitizer 200ml,Personal Care,SUP009,2025-12-29,636,212,26,0,235320.00
S013,West Flagship 13,West,P028,Shaving Cream,Personal Care,SUP010,2025-12-29,41,195,32,0,6166.81
S013,West Flagship 13,West,P029,Deodorant Spray,Personal Care,SUP009,2025-12-29,304,88,11,0,157557.12
S014,West Standard 14,West,P002,Brown Bread,Perishables,SUP002,2025-12-29,50,73,9,0,8446.50
S014,West Standard 14,West,P005,Butter 100g,Perishables,SUP001,2025-12-29,251,117,20,0,56018.18
S014,West Standard 14,West,P006,Fresh Eggs (12),Perishables,SUP002,2025-12-29,126,99,12,0,6443.64
S014,West Standard 14,West,P007,Instant Noodles Pack,Packaged Foods,SUP003,2025-12-29,120,40,10,0,57438.00
S014,West Standard 14,West,P010,Frozen Peas 500g,Packaged Foods,SUP004,2025-12-29,219,85,11,0,123242.25
S014,West Standard 14,West,P012,Ketchup 500g,Packaged Foods,SUP004,2025-12-29,109,54,7,0,27748.13
S014,West Standard 14,West,P013,Cola 2L,Beverages,SUP005,2025-12-29,360,86,11,0,25574.40
S014,West Standard 14,West,P014,Orange Juice 1L,Beverages,SUP006,2025-12-29,80,71,12,0,19921.60
S014,West Standard 14,West,P015,Mineral Water 1L,Beverages,SUP005,2025-12-29,57,123,15,0,13419.51
S014,West Standard 14,West,P020,Laundry Detergent 1kg,Household Essentials,SUP008,2025-12-29,52,44,7,0,20545.72
S014,West Standard 14,West,P021,Toilet Paper (6 pack),Household Essentials,SUP007,2025-12-29,6,89,22,0,4932.90
S014,West Standard 14,West,P022,Trash Bags (30 pack),Household Essentials,SUP008,2025-12-29,316,137,23,0,115182.00
S014,West Standard 14,West,P023,All-Purpose Cleaner,Household Essentials,SUP007,2025-12-29,86,71,18,0,29571.96
S014,West Standard 14,West,P025,Toothpaste 100g,Personal Care,SUP009,2025-12-29,347,101,13,0,132515.83
S014,West Standard 14,West,P026,Body Wash 250ml,Personal Care,SUP010,2025-12-29,147,140,23,0,59671.71
S014,West Standard 14,West,P027,Hand Sanitizer 200ml,Personal Care,SUP009,2025-12-29,35,138,17,0,12950.00
S014,West Standard 14,West,P029,Deodorant Spray,Personal Care,SUP009,2025-12-29,129,57,7,0,66858.12
S014,West Standard 14,West,P030,Hair Oil 200ml,Personal Care,SUP010,2025-12-29,219,82,14,0,68371.80
S015,West Standard 15,West,P001,Fresh Milk 1L,Perishables,SUP001,2025-12-29,180,104,17,0,13471.20
S015,West Standard 15,West,P003,Paneer 200g,Perishables,SUP001,2025-12-29,95,85,14,0,3223.35
S015,West Standard 15,West,P004,Fresh Curd 500g,Perishables,SUP002,2025-12-29,96,171,21,0,9340.80
S015,West Standard 15,West,P007,Instant Noodles Pack,Packaged Foods,SUP003,2025-12-29,23,40,10,0,11008.95
S015,West Standard 15,West,P008,Breakfast Cereal,Packaged Foods,SUP004,2025-12-29,137,109,14,0,9846.19
S015,West Standard 15,West,P009,Biscuits Family Pack,Packaged Foods,SUP003,2025-12-29,130,41,10,0,16929.90
S015,West Standard 15,West,P010,Frozen Peas 500g,Packaged Foods,SUP004,2025-12-29,101,86,11,0,56837.75
S015,West Standard 15,West,P012,Ketchup 500g,Packaged Foods,SUP004,2025-12-29,185,54,7,0,47095.45
S015,West Standard 15,West,P013,Cola 2L,Beverages,SUP005,2025-12-29,121,87,11,0,8595.84
S015,West Standard 15,West,P014,Orange Juice 1L,Beverages,SUP006,2025-12-29,48,72,12,0,11952.96
S015,West Standard 15,West,P017,Instant Coffee 100g,Beverages,SUP005,2025-12-29,412,172,22,0,30768.16
S015,West Standard 15,West,P018,Green Tea Box,Beverages,SUP006,2025-12-29,173,135,22,0,35219.34
S015,West Standard 15,West,P019,Dish Soap 500ml,Household Essentials,SUP007,2025-12-29,40,58,14,0,25347.20
S015,West Standard 15,West,P020,Laundry Detergent 1kg,Household Essentials,SUP008,2025-12-29,81,44,7,0,32003.91
S015,West Standard 15,West,P021,Toilet Paper (6 pack),Household Essentials,SUP007,2025-12-29,107,90,22,0,87970.05
S015,West Standard 15,West,P022,Trash Bags (30 pack),Household Essentials,SUP008,2025-12-29,267,138,23,0,97321.50
S015,West Standard 15,West,P024,Paper Towels (2 pack),Household Essentials,SUP008,2025-12-29,86,73,12,0,81055.86
S015,West Standard 15,West,P025,Toothpaste 100g,Personal Care,SUP009,2025-12-29,283,102,13,0,108074.87
S015,West Standard 15,West,P027,Hand Sanitizer 200ml,Personal Care,SUP009,2025-12-29,631,139,17,0,233470.00
S015,West Standard 15,West,P028,Shaving Cream,Personal Care,SUP010,2025-12-29,82,128,21,0,12333.62
S015,West Standard 15,West,P029,Deodorant Spray,Personal Care,SUP009,2025-12-29,152,58,7,0,78778.56
S015,West Standard 15,West,P030,Hair Oil 200ml,Personal Care,SUP010,2025-12-29,117,83,14,0,36527.40
S016,West Express 16,West,P001,Fresh Milk 1L,Perishables,SUP001,2025-12-29,124,58,10,0,9280.16
S016,West Express 16,West,P002,Brown Bread,Perishables,SUP002,2025-12-29,64,41,5,0,10811.52
S016,West Express 16,West,P003,Paneer 200g,Perishables,SUP001,2025-12-29,31,47,8,0,1051.83
S016,West Express 16,West,P004,Fresh Curd 500g,Perishables,SUP002,2025-12-29,325,95,12,0,31622.50
S016,West Express 16,West,P006,Fresh Eggs (12),Perishables,SUP002,2025-12-29,82,56,7,0,4193.48
S016,West Express 16,West,P007,Instant Noodles Pack,Packaged Foods,SUP003,2025-12-29,9,22,6,0,4307.85
S016,West Express 16,West,P008,Breakfast Cereal,Packaged Foods,SUP004,2025-12-29,189,61,8,0,13583.43
S016,West Express 16,West,P009,Biscuits Family Pack,Packaged Foods,SUP003,2025-12-29,21,23,6,0,2734.83
S016,West Express 16,West,P010,Frozen Peas 500g,Packaged Foods,SUP004,2025-12-29,45,48,6,0,25323.75
S016,West Express 16,West,P011,Pasta 500g,Packaged Foods,SUP003,2025-12-29,51,39,10,0,19886.43
S016,West Express 16,West,P015,Mineral Water 1L,Beverages,SUP005,2025-12-29,131,69,9,0,30841.33
S016,West Express 16,West,P017,Instant Coffee 100g,Beverages,SUP005,2025-12-29,167,96,12,0,12471.56
S016,West Express 16,West,P018,Green Tea Box,Beverages,SUP006,2025-12-29,140,75,12,0,28501.20
S016,West Express 16,West,P020,Laundry Detergent 1kg,Household Essentials,SUP008,2025-12-29,64,25,4,0,25287.04
S016,West Express 16,West,P023,All-Purpose Cleaner,Household Essentials,SUP007,2025-12-29,22,40,10,0,7564.92
S016,West Express 16,West,P024,Paper Towels (2 pack),Household Essentials,SUP008,2025-12-29,88,41,7,0,82940.88
S016,West Express 16,West,P026,Body Wash 250ml,Personal Care,SUP010,2025-12-29,136,79,13,0,55206.48
S016,West Express 16,West,P030,Hair Oil 200ml,Personal Care,SUP010,2025-12-29,80,46,8,0,24976.00
