forecast_date,inventory_week_start,store_id,store_name,region,product_id,product_name,category,supplier_id,supplier_name,supplier_lead_time_days,current_stock,forecast_demand,safety_stock,reorder_point,average_weekly_demand,projected_stock_after_forecast,weeks_of_supply,risk_status,risk_reason
2026-01-05,2025-12-29,S005,South Flagship 5,South,P029,Deodorant Spray,Personal Care,SUP009,Personal Supplier 1,18,281,26.42,11,89,30.25,254.57999999999998,9.289256198347108,OVERSTOCK,Inventory covers at least 8 weeks of recent average demand
2026-01-05,2025-12-29,S005,South Flagship 5,South,P030,Hair Oil 200ml,Personal Care,SUP010,Personal Supplier 2,15,146,51.5,21,127,55.0,94.5,2.6545454545454548,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S006,South Standard 6,South,P001,Fresh Milk 1L,Perishables,SUP001,Perishables Supplier 1,13,18,45.42,19,112,47.0,-27.42,0.3829787234042553,STOCKOUT_RISK,Forecast demand meets or exceeds current stock
2026-01-05,2025-12-29,S006,South Standard 6,South,P002,Brown Bread,Perishables,SUP002,Perishables Supplier 2,21,147,24.15,10,79,21.25,122.85,6.91764705882353,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S006,South Standard 6,South,P003,Paneer 200g,Perishables,SUP001,Perishables Supplier 1,13,260,32.59,15,91,32.0,227.41,8.125,OVERSTOCK,Inventory covers at least 8 weeks of recent average demand
2026-01-05,2025-12-29,S006,South Standard 6,South,P004,Fresh Curd 500g,Perishables,SUP002,Perishables Supplier 2,21,162,53.16,23,183,57.5,108.84,2.8173913043478263,LOW_STOCK,Current stock is at or below reorder point
2026-01-05,2025-12-29,S006,South Standard 6,South,P005,Butter 100g,Perishables,SUP001,Perishables Supplier 1,13,253,48.84,21,128,55.0,204.16,4.6,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S006,South Standard 6,South,P006,Fresh Eggs (12),Perishables,SUP002,Perishables Supplier 2,21,24,32.67,13,108,33.75,-8.670000000000002,0.7111111111111111,STOCKOUT_RISK,Forecast demand meets or exceeds current stock
2026-01-05,2025-12-29,S006,South Standard 6,South,P007,Instant Noodles Pack,Packaged Foods,SUP003,Packaged Supplier 1,10,85,23.45,11,43,25.25,61.55,3.366336633663366,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S006,South Standard 6,South,P008,Breakfast Cereal,Packaged Foods,SUP004,Packaged Supplier 2,21,447,35.08,15,118,36.5,411.92,12.246575342465754,OVERSTOCK,Inventory covers at least 8 weeks of recent average demand
2026-01-05,2025-12-29,S006,South Standard 6,South,P009,Biscuits Family Pack,Packaged Foods,SUP003,Packaged Supplier 1,10,54,25.37,11,44,29.0,28.63,1.8620689655172413,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S006,South Standard 6,South,P010,Frozen Peas 500g,Packaged Foods,SUP004,Packaged Supplier 2,21,360,25.46,12,93,24.5,334.54,14.693877551020408,OVERSTOCK,Inventory covers at least 8 weeks of recent average demand
2026-01-05,2025-12-29,S006,South Standard 6,South,P011,Pasta 500g,Packaged Foods,SUP003,Packaged Supplier 1,10,51,45.56,19,76,49.5,5.439999999999998,1.0303030303030303,LOW_STOCK,Projected stock after next-week demand falls below safety stock; Current stock is at or below reorder point
2026-01-05,2025-12-29,S006,South Standard 6,South,P014,Orange Juice 1L,Beverages,SUP006,Beverages Supplier 2,15,50,28.31,13,77,32.25,21.69,1.550387596899225,LOW_STOCK,Current stock is at or below reorder point
2026-01-05,2025-12-29,S006,South Standard 6,South,P015,Mineral Water 1L,Beverages,SUP005,Beverages Supplier 1,19,340,38.56,17,134,39.5,301.44,8.60759493670886,OVERSTOCK,Inventory covers at least 8 weeks of recent average demand
2026-01-05,2025-12-29,S006,South Standard 6,South,P016,Energy Drink Can,Beverages,SUP006,Beverages Supplier 2,15,99,51.79,24,146,56.25,47.21,1.76,LOW_STOCK,Current stock is at or below reorder point
2026-01-05,2025-12-29,S006,South Standard 6,South,P017,Instant Coffee 100g,Beverages,SUP005,Beverages Supplier 1,19,285,54.91,23,185,57.25,230.09,4.978165938864628,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S006,South Standard 6,South,P019,Dish Soap 500ml,Household Essentials,SUP007,Household Supplier 1,6,83,31.95,16,62,35.0,51.05,2.3714285714285714,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S006,South Standard 6,South,P021,Toilet Paper (6 pack),Household Essentials,SUP007,Household Supplier 1,6,54,52.36,24,96,58.25,1.6400000000000006,0.927038626609442,LOW_STOCK,Projected stock after next-week demand falls below safety stock; Current stock is at or below reorder point
2026-01-05,2025-12-29,S006,South Standard 6,South,P022,Trash Bags (30 pack),Household Essentials,SUP008,Household Supplier 2,13,163,58.47,25,149,64.0,104.53,2.546875,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S006,South Standard 6,South,P024,Paper Towels (2 pack),Household Essentials,SUP008,Household Supplier 2,13,182,30.59,13,79,30.5,151.41,5.967213114754099,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S006,South Standard 6,South,P025,Toothpaste 100g,Personal Care,SUP009,Personal Supplier 1,18,46,32.58,14,109,30.0,13.420000000000002,1.5333333333333334,LOW_STOCK,Projected stock after next-week demand falls below safety stock; Current stock is at or below reorder point
2026-01-05,2025-12-29,S006,South Standard 6,South,P026,Body Wash 250ml,Personal Care,SUP010,Personal Supplier 2,15,168,58.62,25,152,67.75,109.38,2.4797047970479706,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S006,South Standard 6,South,P027,Hand Sanitizer 200ml,Personal Care,SUP009,Personal Supplier 1,18,246,43.81,19,150,43.75,202.19,5.622857142857143,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S006,South Standard 6,South,P029,Deodorant Spray,Personal Care,SUP009,Personal Supplier 1,18,140,17.99,8,62,19.25,122.01,7.2727272727272725,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S006,South Standard 6,South,P030,Hair Oil 200ml,Personal Care,SUP010,Personal Supplier 2,15,109,33.83,15,89,36.25,75.17,3.0068965517241377,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S007,South Standard 7,South,P001,Fresh Milk 1L,Perishables,SUP001,Perishables Supplier 1,13,175,33.31,16,94,35.75,141.69,4.895104895104895,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S007,South Standard 7,South,P002,Brown Bread,Perishables,SUP002,Perishables Supplier 2,21,163,18.42,8,66,21.5,144.57999999999998,7.5813953488372094,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S007,South Standard 7,South,P003,Paneer 200g,Perishables,SUP001,Perishables Supplier 1,13,47,26.44,13,76,30.0,20.56,1.5666666666666667,LOW_STOCK,Current stock is at or below reorder point
2026-01-05,2025-12-29,S007,South Standard 7,South,P005,Butter 100g,Perishables,SUP001,Perishables Supplier 1,13,184,45.17,18,107,47.75,138.82999999999998,3.8534031413612566,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S007,South Standard 7,South,P008,Breakfast Cereal,Packaged Foods,SUP004,Packaged Supplier 2,21,390,27.91,12,99,26.25,362.09,14.857142857142858,OVERSTOCK,Inventory covers at least 8 weeks of recent average demand
2026-01-05,2025-12-29,S007,South Standard 7,South,P009,Biscuits Family Pack,Packaged Foods,SUP003,Packaged Supplier 1,10,76,19.0,9,37,22.75,57.0,3.340659340659341,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S007,South Standard 7,South,P010,Frozen Peas 500g,Packaged Foods,SUP004,Packaged Supplier 2,21,319,24.8,10,78,21.5,294.2,14.837209302325581,OVERSTOCK,Inventory covers at least 8 weeks of recent average demand
2026-01-05,2025-12-29,S007,South Standard 7,South,P014,Orange Juice 1L,Beverages,SUP006,Beverages Supplier 2,15,77,24.96,11,65,27.25,52.04,2.8256880733944953,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S007,South Standard 7,South,P015,Mineral Water 1L,Beverages,SUP005,Beverages Supplier 1,19,81,31.82,14,112,30.5,49.18,2.6557377049180326,LOW_STOCK,Current stock is at or below reorder point
2026-01-05,2025-12-29,S007,South Standard 7,South,P016,Energy Drink Can,Beverages,SUP006,Beverages Supplier 2,15,0,42.83,20,122,46.0,-42.83,0.0,STOCKOUT_RISK,Current stock is zero
2026-01-05,2025-12-29,S007,South Standard 7,South,P018,Green Tea Box,Beverages,SUP006,Beverages Supplier 2,15,307,46.47,20,121,51.5,260.53,5.961165048543689,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S007,South Standard 7,South,P021,Toilet Paper (6 pack),Household Essentials,SUP007,Household Supplier 1,6,51,41.77,20,81,51.75,9.229999999999997,0.9855072463768116,LOW_STOCK,Projected stock after next-week demand falls below safety stock; Current stock is at or below reorder point
2026-01-05,2025-12-29,S007,South Standard 7,South,P022,Trash Bags (30 pack),Household Essentials,SUP008,Household Supplier 2,13,134,48.0,21,125,49.0,86.0,2.7346938775510203,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S007,South Standard 7,South,P024,Paper Towels (2 pack),Household Essentials,SUP008,Household Supplier 2,13,167,27.33,11,66,25.75,139.67000000000002,6.485436893203883,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S007,South Standard 7,South,P028,Shaving Cream,Personal Care,SUP010,Personal Supplier 2,15,259,47.37,19,115,50.25,211.63,5.154228855721393,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S008,South Express 8,South,P002,Brown Bread,Perishables,SUP002,Perishables Supplier 2,21,69,13.76,5,43,12.25,55.24,5.63265306122449,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S008,South Express 8,South,P003,Paneer 200g,Perishables,SUP001,Perishables Supplier 1,13,116,19.41,8,50,20.25,96.59,5.728395061728395,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S008,South Express 8,South,P005,Butter 100g,Perishables,SUP001,Perishables Supplier 1,13,109,28.44,12,69,28.5,80.56,3.824561403508772,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S008,South Express 8,South,P006,Fresh Eggs (12),Perishables,SUP002,Perishables Supplier 2,21,66,18.35,7,59,19.75,47.65,3.3417721518987342,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S008,South Express 8,South,P007,Instant Noodles Pack,Packaged Foods,SUP003,Packaged Supplier 1,10,12,11.99,6,23,14.75,0.009999999999999787,0.8135593220338984,LOW_STOCK,Projected stock after next-week demand falls below safety stock; Current stock is at or below reorder point
2026-01-05,2025-12-29,S008,South Express 8,South,P011,Pasta 500g,Packaged Foods,SUP003,Packaged Supplier 1,10,16,20.0,10,41,25.75,-4.0,0.6213592233009708,STOCKOUT_RISK,Forecast demand meets or exceeds current stock
2026-01-05,2025-12-29,S008,South Express 8,South,P012,Ketchup 500g,Packaged Foods,SUP004,Packaged Supplier 2,21,75,8.59,4,32,9.25,66.41,8.108108108108109,OVERSTOCK,Inventory covers at least 8 weeks of recent average demand
2026-01-05,2025-12-29,S008,South Express 8,South,P013,Cola 2L,Beverages,SUP005,Beverages Supplier 1,19,144,14.73,6,51,18.0,129.27,8.0,OVERSTOCK,Inventory covers at least 8 weeks of recent average demand
2026-01-05,2025-12-29,S008,South Express 8,South,P014,Orange Juice 1L,Beverages,SUP006,Beverages Supplier 2,15,7,16.92,7,42,17.75,-9.920000000000002,0.39436619718309857,STOCKOUT_RISK,Forecast demand meets or exceeds current stock
2026-01-05,2025-12-29,S008,South Express 8,South,P016,Energy Drink Can,Beverages,SUP006,Beverages Supplier 2,15,41,28.8,13,80,33.25,12.2,1.2330827067669172,LOW_STOCK,Projected stock after next-week demand falls below safety stock; Current stock is at or below reorder point
2026-01-05,2025-12-29,S008,South Express 8,South,P018,Green Tea Box,Beverages,SUP006,Beverages Supplier 2,15,89,26.99,13,79,28.25,62.010000000000005,3.150442477876106,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S008,South Express 8,South,P019,Dish Soap 500ml,Household Essentials,SUP007,Household Supplier 1,6,40,19.59,8,34,19.0,20.41,2.1052631578947367,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S008,South Express 8,South,P020,Laundry Detergent 1kg,Household Essentials,SUP008,Household Supplier 2,13,9,9.48,4,26,10.75,-0.4800000000000004,0.8372093023255814,STOCKOUT_RISK,Forecast demand meets or exceeds current stock
2026-01-05,2025-12-29,S008,South Express 8,South,P021,Toilet Paper (6 pack),Household Essentials,SUP007,Household Supplier 1,6,36,29.15,13,52,32.75,6.850000000000001,1.099236641221374,LOW_STOCK,Projected stock after next-week demand falls below safety stock; Current stock is at or below reorder point
2026-01-05,2025-12-29,S008,South Express 8,South,P023,All-Purpose Cleaner,Household Essentials,SUP007,Household Supplier 1,6,48,21.1,10,42,23.0,26.9,2.0869565217391304,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S008,South Express 8,South,P024,Paper Towels (2 pack),Household Essentials,SUP008,Household Supplier 2,13,10,15.49,7,43,17.25,-5.49,0.5797101449275363,STOCKOUT_RISK,Forecast demand meets or exceeds current stock
2026-01-05,2025-12-29,S008,South Express 8,South,P025,Toothpaste 100g,Personal Care,SUP009,Personal Supplier 1,18,75,17.6,7,60,19.25,57.4,3.896103896103896,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S008,South Express 8,South,P026,Body Wash 250ml,Personal Care,SUP010,Personal Supplier 2,15,194,32.55,14,83,32.5,161.45,5.969230769230769,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S008,South Express 8,South,P027,Hand Sanitizer 200ml,Personal Care,SUP009,Personal Supplier 1,18,346,23.35,10,81,23.25,322.65,14.881720430107526,OVERSTOCK,Inventory covers at least 8 weeks of recent average demand
2026-01-05,2025-12-29,S008,South Express 8,South,P028,Shaving Cream,Personal Care,SUP010,Personal Supplier 2,15,91,26.08,12,75,26.75,64.92,3.4018691588785046,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S008,South Express 8,South,P030,Hair Oil 200ml,Personal Care,SUP010,Personal Supplier 2,15,0,18.27,8,48,19.75,-18.27,0.0,STOCKOUT_RISK,Current stock is zero
2026-01-05,2025-12-29,S009,East Flagship 9,East,P001,Fresh Milk 1L,Perishables,SUP001,Perishables Supplier 1,13,392,64.25,29,176,67.0,327.75,5.850746268656716,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S009,East Flagship 9,East,P003,Paneer 200g,Perishables,SUP001,Perishables Supplier 1,13,173,55.05,24,144,57.25,117.95,3.021834061135371,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S009,East Flagship 9,East,P004,Fresh Curd 500g,Perishables,SUP002,Perishables Supplier 2,21,516,79.34,36,289,80.75,436.65999999999997,6.390092879256966,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S009,East Flagship 9,East,P005,Butter 100g,Perishables,SUP001,Perishables Supplier 1,13,274,78.18,34,201,86.0,195.82,3.186046511627907,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S009,East Flagship 9,East,P006,Fresh Eggs (12),Perishables,SUP002,Perishables Supplier 2,21,147,57.25,21,170,54.0,89.75,2.7222222222222223,LOW_STOCK,Current stock is at or below reorder point
2026-01-05,2025-12-29,S009,East Flagship 9,East,P007,Instant Noodles Pack,Packaged Foods,SUP003,Packaged Supplier 1,10,53,38.8,17,68,39.5,14.200000000000003,1.3417721518987342,LOW_STOCK,Projected stock after next-week demand falls below safety stock; Current stock is at or below reorder point
2026-01-05,2025-12-29,S009,East Flagship 9,East,P010,Frozen Peas 500g,Packaged Foods,SUP004,Packaged Supplier 2,21,427,43.15,18,146,40.75,383.85,10.478527607361963,OVERSTOCK,Inventory covers at least 8 weeks of recent average demand
2026-01-05,2025-12-29,S009,East Flagship 9,East,P011,Pasta 500g,Packaged Foods,SUP003,Packaged Supplier 1,10,143,67.4,30,120,71.5,75.6,2.0,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S009,East Flagship 9,East,P012,Ketchup 500g,Packaged Foods,SUP004,Packaged Supplier 2,21,351,28.91,12,92,29.25,322.09,12.0,OVERSTOCK,Inventory covers at least 8 weeks of recent average demand
2026-01-05,2025-12-29,S009,East Flagship 9,East,P013,Cola 2L,Beverages,SUP005,Beverages Supplier 1,19,416,45.05,18,147,48.0,370.95,8.666666666666666,OVERSTOCK,Inventory covers at least 8 weeks of recent average demand
2026-01-05,2025-12-29,S009,East Flagship 9,East,P014,Orange Juice 1L,Beverages,SUP006,Beverages Supplier 2,15,259,45.73,20,122,44.5,213.27,5.820224719101123,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S009,East Flagship 9,East,P016,Energy Drink Can,Beverages,SUP006,Beverages Supplier 2,15,344,86.86,38,230,90.75,257.14,3.790633608815427,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S009,East Flagship 9,East,P017,Instant Coffee 100g,Beverages,SUP005,Beverages Supplier 1,19,1007,90.5,36,291,91.0,916.5,11.065934065934066,OVERSTOCK,Inventory covers at least 8 weeks of recent average demand
2026-01-05,2025-12-29,S009,East Flagship 9,East,P019,Dish Soap 500ml,Household Essentials,SUP007,Household Supplier 1,6,137,50.92,24,98,54.75,86.08,2.502283105022831,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S009,East Flagship 9,East,P021,Toilet Paper (6 pack),Household Essentials,SUP007,Household Supplier 1,6,114,91.52,38,152,89.75,22.480000000000004,1.2701949860724233,LOW_STOCK,Projected stock after next-week demand falls below safety stock; Current stock is at or below reorder point
2026-01-05,2025-12-29,S009,East Flagship 9,East,P022,Trash Bags (30 pack),Household Essentials,SUP008,Household Supplier 2,13,495,103.5,39,235,99.25,391.5,4.987405541561713,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S009,East Flagship 9,East,P023,All-Purpose Cleaner,Household Essentials,SUP007,Household Supplier 1,6,289,60.59,30,121,74.25,228.41,3.8922558922558923,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S009,East Flagship 9,East,P024,Paper Towels (2 pack),Household Essentials,SUP008,Household Supplier 2,13,156,52.21,21,124,48.75,103.78999999999999,3.2,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S009,East Flagship 9,East,P025,Toothpaste 100g,Personal Care,SUP009,Personal Supplier 1,18,719,51.65,22,172,44.75,667.35,16.067039106145252,OVERSTOCK,Inventory covers at least 8 weeks of recent average demand
2026-01-05,2025-12-29,S009,East Flagship 9,East,P026,Body Wash 250ml,Personal Care,SUP010,Personal Supplier 2,15,0,98.01,40,239,103.25,-98.01,0.0,STOCKOUT_RISK,Current stock is zero
2026-01-05,2025-12-29,S009,East Flagship 9,East,P027,Hand Sanitizer 200ml,Personal Care,SUP009,Personal Supplier 1,18,669,65.51,29,236,62.5,603.49,10.704,OVERSTOCK,Inventory covers at least 8 weeks of recent average demand
2026-01-05,2025-12-29,S009,East Flagship 9,East,P029,Deodorant Spray,Personal Care,SUP009,Personal Supplier 1,18,204,26.06,12,98,26.75,177.94,7.626168224299065,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S010,East Standard 10,East,P005,Butter 100g,Perishables,SUP001,Perishables Supplier 1,13,219,46.97,20,118,44.5,172.03,4.921348314606742,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S010,East Standard 10,East,P006,Fresh Eggs (12),Perishables,SUP002,Perishables Supplier 2,21,170,27.84,12,99,27.75,142.16,6.126126126126126,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S010,East Standard 10,East,P008,Breakfast Cereal,Packaged Foods,SUP004,Packaged Supplier 2,21,289,36.06,14,109,38.25,252.94,7.555555555555555,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S010,East Standard 10,East,P009,Biscuits Family Pack,Packaged Foods,SUP003,Packaged Supplier 1,10,29,23.32,10,41,24.75,5.68,1.1717171717171717,LOW_STOCK,Projected stock after next-week demand falls below safety stock; Current stock is at or below reorder point
2026-01-05,2025-12-29,S010,East Standard 10,East,P011,Pasta 500g,Packaged Foods,SUP003,Packaged Supplier 1,10,132,39.78,18,70,40.75,92.22,3.2392638036809815,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S010,East Standard 10,East,P012,Ketchup 500g,Packaged Foods,SUP004,Packaged Supplier 2,21,192,15.18,7,54,17.75,176.82,10.816901408450704,OVERSTOCK,Inventory covers at least 8 weeks of recent average demand
2026-01-05,2025-12-29,S010,East Standard 10,East,P013,Cola 2L,Beverages,SUP005,Beverages Supplier 1,19,73,24.86,11,86,26.0,48.14,2.8076923076923075,LOW_STOCK,Current stock is at or below reorder point
2026-01-05,2025-12-29,S010,East Standard 10,East,P014,Orange Juice 1L,Beverages,SUP006,Beverages Supplier 2,15,87,27.59,12,71,27.25,59.41,3.1926605504587156,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S010,East Standard 10,East,P017,Instant Coffee 100g,Beverages,SUP005,Beverages Supplier 1,19,165,52.71,21,171,63.5,112.28999999999999,2.5984251968503935,LOW_STOCK,Current stock is at or below reorder point
2026-01-05,2025-12-29,S010,East Standard 10,East,P018,Green Tea Box,Beverages,SUP006,Beverages Supplier 2,15,317,55.18,22,134,52.0,261.82,6.096153846153846,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S010,East Standard 10,East,P019,Dish Soap 500ml,Household Essentials,SUP007,Household Supplier 1,6,125,34.32,14,57,40.5,90.68,3.0864197530864197,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S010,East Standard 10,East,P022,Trash Bags (30 pack),Household Essentials,SUP008,Household Supplier 2,13,200,53.78,23,137,57.75,146.22,3.463203463203463,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S010,East Standard 10,East,P023,All-Purpose Cleaner,Household Essentials,SUP007,Household Supplier 1,6,47,43.37,18,71,42.5,3.6300000000000026,1.1058823529411765,LOW_STOCK,Projected stock after next-week demand falls below safety stock; Current stock is at or below reorder point
2026-01-05,2025-12-29,S010,East Standard 10,East,P024,Paper Towels (2 pack),Household Essentials,SUP008,Household Supplier 2,13,102,26.73,12,73,24.0,75.27,4.25,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S010,East Standard 10,East,P025,Toothpaste 100g,Personal Care,SUP009,Personal Supplier 1,18,25,29.88,13,101,30.5,-4.879999999999999,0.819672131147541,STOCKOUT_RISK,Forecast demand meets or exceeds current stock
2026-01-05,2025-12-29,S010,East Standard 10,East,P026,Body Wash 250ml,Personal Care,SUP010,Personal Supplier 2,15,191,50.33,23,140,57.25,140.67000000000002,3.336244541484716,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S010,East Standard 10,East,P027,Hand Sanitizer 200ml,Personal Care,SUP009,Personal Supplier 1,18,503,44.0,17,138,44.5,459.0,11.303370786516854,OVERSTOCK,Inventory covers at least 8 weeks of recent average demand
2026-01-05,2025-12-29,S010,East Standard 10,East,P028,Shaving Cream,Personal Care,SUP010,Personal Supplier 2,15,29,52.96,21,127,52.25,-23.96,0.5550239234449761,STOCKOUT_RISK,Forecast demand meets or exceeds current stock
2026-01-05,2025-12-29,S010,East Standard 10,East,P030,Hair Oil 200ml,Personal Care,SUP010,Personal Supplier 2,15,97,30.72,14,82,33.5,66.28,2.8955223880597014,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S011,East Standard 11,East,P001,Fresh Milk 1L,Perishables,SUP001,Perishables Supplier 1,13,31,38.92,17,100,35.5,-7.920000000000002,0.8732394366197183,STOCKOUT_RISK,Forecast demand meets or exceeds current stock
2026-01-05,2025-12-29,S011,East Standard 11,East,P003,Paneer 200g,Perishables,SUP001,Perishables Supplier 1,13,99,31.46,14,81,29.0,67.53999999999999,3.413793103448276,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
2026-01-05,2025-12-29,S011,East Standard 11,East,P004,Fresh Curd 500g,Perishables,SUP002,Perishables Supplier 2,21,110,44.44,20,164,53.5,65.56,2.05607476635514,LOW_STOCK,Current stock is at or below reorder point
2026-01-05,2025-12-29,S011,East Standard 11,East,P007,Instant Noodles Pack,Packaged Foods,SUP003,Packaged Supplier 1,10,92,23.13,10,39,24.5,68.87,3.7551020408163267,NORMAL,Stock exceeds next-week forecast and reorder point; projected stock meets safety stock; supply is below the overstock threshold
